epoch,FID,KID_mean,KID_std
100,282.52663252842433,0.3902669858932495,0.014427521916440965
200,228.93533380171976,0.30805585145950315,0.01711007569959287
300,185.40877091713395,0.23952844858169556,0.014674443971742657
400,129.42088504322163,0.15048889875411986,0.011960535905947514
500,98.74034396297785,0.1070375943183899,0.009039878612889091
600,90.71141867541127,0.08928602695465088,0.006544973190882591
700,79.36530585552904,0.07776641607284546,0.006526153971607889
